station,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
百合ヶ丘,0,0,4.80E-05,0,0,4.65E-05,0,4.67E-05,0,0,0
所沢,0,1.07E-05,1.05E-05,1.04E-05,1.04E-05,1.02E-05,2.00E-05,2.92E-05,0,0,0
亘理,0,0,0,0,0,0,0,0,0,0,0
川崎新町,0,0.00037092,0,0,0.000364431,0,0,0,0,0,0
松本,0,0,0,0,0,0,0,0,0,0,0
尻手,0,4.28E-05,0,0,3.88E-05,0,3.65E-05,0,0,0,0
牛田,0,0,0,0,0,0,0,0,0,0,0
岡崎,0,0,0,0,0,0,0,0,0,0,0
愛知大学前,0,0,0,0,0,0,0,0,0,0,0
戸部,0,0.000135492,0,6.56E-05,0,0,0,0,0,0,0
中央林間,0,0,0,0,0,0,0,0,0,0,0
磯部,0,0,0,0,0,0,0,0,0,0,0
川中島,0,0.000340599,0,0,0,0,0,0,0,0,0
徳重・名古屋芸大,0,0,0,0,0,0,0,0,0,0,0
榎原,0,0,0,0,0,0,0,0,0,0,0
里庄,0,0.000373692,0,0,0,0.000394011,0,0.000375375,0,0,0
渕高,0,0,0,0,0,0,0,0,0,0,0
南田辺,0,0,0,0.000109625,0,0,0,0.000113999,0,0,0
小牛田,0,0,0,0,0,0,0,0,0,0,0
衣笠,0,0,0,0,0,0,0,5.71E-05,0,0,0
高麗川,0,0,0,0.000218103,0,0,0,0.000107411,0,0,0
春日部,0,0,0,0,0,0,0,0,0,0,0
千里山,0,0,0,0,0,0,0,0,0,0,0
大物,0,0,0,0,0.000106689,0.000139179,0,0,0,0,0
友部,0,0,0,0,0,0,0,0,0,0,0
千歳,0,0,0,0,0,0,0,0,0,0,0
小絹,0,0,0,0,0,0,0,0,0,0,0
新橋,0,0,4.10E-06,1.99E-06,7.84E-06,1.97E-06,7.52E-06,1.84E-06,0,0,0
京王永山,0,0,0,0,0,0,0,0,0,0,0
横須賀中央,0,0,1.49E-05,0,0,0,0,0,0,0,0
成田,0,0,3.50E-05,3.44E-05,3.34E-05,0,0,0,0,0,0
南茨木,0,4.06E-05,3.99E-05,3.94E-05,3.88E-05,0,0.000100017,3.27E-05,0,0,0
長沼,0,0,0,0,0.000476872,0.000448229,0,0.000417362,0,0,0
安土,0,0,0.000242483,0,0,0.000190331,0,0.000570342,0,0,0
西立川,0,0,0,0,0,0,0,0,0,0,0
京急富岡,0,0,0,4.11E-05,4.11E-05,4.27E-05,0,0,0,0,0
明石,0,0,1.93E-05,0,9.75E-06,9.82E-06,9.57E-06,0,0,0,0
遠賀川,0,0,0,0,0,0,0,0,0,0,0
及位,0,0,0,0,0,0,0,0,0,0,0
南千住,0,0,9.80E-05,0,0,9.43E-05,6.06E-05,5.97E-05,0,0,0
西小坂井,0,0,0,0,0,0,0,0,0,0,0
柳津,0,0,0,0,0,0,0,0,0,0,0
新百合ヶ丘,0,0,0,0,0,0,0,0,0,0,0
新河岸,0,0,8.51E-05,8.37E-05,0.000170111,0.000167259,8.19E-05,0.000120424,0,0,0
黄金町,0,0,8.87E-05,0,0,0,0,0,0,0,0
三ツ境,0,5.13E-05,1.69E-05,1.67E-05,1.72E-05,1.71E-05,1.71E-05,3.40E-05,0,0,0
呉ポートピア,0,0,0,0,0,0,0,0,0,0,0
枝光,0,0,0,0,0,0,0,0,0,0,0
雀宮,0,0.000150739,0,0.000117841,0.000112233,0.000338448,0,0.000216685,0,0,0
上総三又,0,0,0,0,0,0,0,0,0,0,0
天応,0,0,0,0,0,0,0,0,0,0,0
加治木,0,0,0,0,0,0,0,0,0,0,0
飯能,0,0,0,3.04E-05,0,0,0,0,0,0,0
黒髪町,0,0,0,0,0.00143472,0,0,0,0,0,0
五百羅漢,0,0,0,0,0,0,0,0,0,0,0
下板橋,0,0,6.66E-05,6.53E-05,0,0,0,0,0,0,0
吉川美南,0,0,0,0,0,0,0,0,0,0,0
星田,0,0,0,0,6.06E-05,0,0,0,0,0,0
小幡,0,0,0,0,0,0,0,0,0,0,0
新安城,0,0,0,0,0,0,0,0,0,0,0
物井,0,0.000123824,0.000126008,0.000126582,0,0,0,0.000130959,0,0,0
和光市,0,0,6.39E-06,0,0,0,0,0,0,0,0
東刈谷,0,0,0,0,0,0,0,0,0,0,0
熊野市,0,0,0,0,0,0,0,0,0,0,0
あまや,0,0,0,0,0,0,0,0,0,0,0
近鉄郡山,0,0,0,5.33E-05,5.33E-05,0,0,5.44E-05,0,0,0
塩浜,0,0,0,0,0,0,0,0,0,0,0
西栗栖,0,0,0,0,0,0,0,0,0,0,0
京成大久保,0,3.21E-05,0,0,3.10E-05,0,2.93E-05,5.76E-05,0,0,0
鮫,0,0,0.000980392,0,0,0,0,0,0,0,0
古河,0,3.68E-05,0,7.36E-05,0,7.40E-05,0,3.71E-05,0,0,0
田島,0,0,0,0,0,0,0,0,0,0,0
新舞子,0,0,0,0,0,0,0,0,0,0,0
大胡,0,0,0,0,0,0,0,0,0,0,0
羽ノ浦,0,0,0,0,0,0,0,0,0,0,0
久留米大学前,0,0,0,0,0,0,0,0,0,0,0
東寺,0,0,0,0,0,0,0,0,0,0,0
名鉄岐阜,0,0,0,0,0,0,0,0,0,0,0
戸田公園,0,0,1.68E-05,0,0,0,0,0,0,0,0
今伊勢,0,0,0,0,0,0,0,0,0,0,0
水野,0,0,0,0,0,0,0,0,0,0,0
造田,0,0,0.004048583,0,0,0,0.002136752,0,0,0,0
鎌倉,0,2.51E-05,2.50E-05,5.95E-05,1.17E-05,2.32E-05,1.13E-05,2.23E-05,0,0,0
矢田,0,0,0,0,0,0,0,0,0,0,0
波方,0,0,0,0,0,0,0,0,0,0,0
藤阪,0,0,0,0,0,0,0,0.000153633,0,0,0
大津,0,0,0,0,0,5.74E-05,0,0,0,0,0
和田,0,0,0,0,0,0,0,0.001538462,0,0,0
えびの上江,0,0,0,0,0,0,0,0,0,0,0
東相内,0,0,0,0,0,0,0,0,0,0,0
甘地,0,0,0,0,0,0,0,0,0,0,0
行田市,0,0.000561798,0,0,0,0,0.000566572,0,0,0,0
二子新地,0,0,0,0,0,0,0,0,0,0,0
平和,0,0,0,0,0,0.00018005,0,0,0,0,0
高石,0,0.000103295,0,0.00010395,0.000105686,0,0.00010101,0,0,0,0
西日暮里,0,0.000100568,9.82E-05,0,0,3.93E-05,7.42E-05,6.86E-05,0,0,0
中目黒,0,0,0,0,0,0,0,0,0,0,0
東伏見,0,8.35E-05,0,0,0,0,4.05E-05,0,0,0,0
新所沢,0,3.64E-05,1.80E-05,0,0,0,1.81E-05,1.80E-05,0,0,0
川越,0,8.26E-06,8.11E-06,0,1.59E-05,0,0,7.91E-06,0,0,0
和泉鳥取,0,0,0,0,0,0,0,0,0,0,0
いよ立花,0,0,0,0,0,0,0,0,0,0,0
中野,0,0,0,0,0,0,0,0,0,0,0
千里丘,0,0,0,0,0,2.53E-05,0,0,0,0,0
久居,0,0.000197628,0.000101709,0,0.000305126,0,0,0.000294869,0,0,0
北田辺,0,0,0,0,0,0.000198177,0,0,0,0,0
新横浜,0,0,0,0,8.41E-06,8.38E-06,8.15E-06,8.01E-06,0,0,0
三輪,0,0,0,0,0,0,0,0,0,0,0
黒坂,0,0,0,0,0.02,0,0,0,0,0,0
小川町,0,0,8.05E-05,0,9.20E-05,0,0,0.000197025,0,0,0
前原,0,0,0.000133636,0,0,0,0,0,0,0,0
福島,0,0,0.000243902,0.00072324,0,0,0,0,0,0,0
静岡,0,0,0,0,0,0,0,0,0,0,0
矢野口,0,0,0.000108778,5.30E-05,0,5.10E-05,0,4.96E-05,0,0,0
川崎大師,0,0,0,0,0,0,0,5.64E-05,0,0,0
高槻市,0,0,0,0,0,0,0,0,0,0,0
稲毛海岸,0,0,0,0,0,2.33E-05,2.31E-05,0,0,0,0
野江内代,0,0,0,0.000102543,0,0,0,0,0,0,0
動物園前,0,0,0,0,0,0,0,0,0,0,0
白塚,0,0,0,0,0,0,0,0,0,0,0
北18条,0,0,0,0,0,0,0,0,0,0,0
成城学園前,0,3.61E-05,0,2.31E-05,0,0,0,0,0,0,0
笹塚,0,1.37E-05,1.37E-05,1.34E-05,1.33E-05,0,2.48E-05,0,0,0,0
共和,0,0,0,0,0,0,0,0,0,0,0
神代町,0,0.005882353,0,0,0,0,0,0,0,0,0
丹生川,0,0,0,0,0,0,0,0,0,0,0
水戸,0,0,0,0,0,0,0,0,0,0,0
指扇,0,0,4.44E-05,0,0,0,0,0,0,0,0
松尾,0,0,0,0,0,0,0,0,0,0,0
つつじヶ丘,0,0,0,0,0,2.20E-05,2.20E-05,2.20E-05,0,0,0
坂戸,0,3.79E-05,0.000110193,7.16E-05,0,0.000105367,3.50E-05,0,0,0,0
狭山ヶ丘,0,0,0,0,0,0,3.90E-05,3.88E-05,0,0,0
東京,0,0,0,0,0,0,0,0,0,0,0
綾部,0,0,0,0,0,0,0,0,0,0,0
京成中山,0,0,0.000275634,0,0,0,0,0,0,0,0
二宮,0,0,0,0,3.55E-05,0,0,3.64E-05,0,0,0
武蔵新城,0,0,0,0,0,0,0,1.39E-05,0,0,0
北花田,0,0,0,0,0,0,0,0,0,0,0
西院,0,0,5.08E-05,0.000100878,2.45E-05,4.77E-05,0,2.52E-05,0,0,0
旭川四条,0,0,0,0,0,0,0,0,0,0,0
富士松,0,0,0,0,0,0,0,0,0,0,0
佐貫,0,0,7.13E-05,3.57E-05,3.61E-05,0,7.43E-05,0,0,0,0
曽根,0,0.00012216,0.000363769,0.000116306,0.000244379,0.00035461,0.000118934,0.000239063,0,0,0
西羽生,0,0,0,0,0,0,0,0,0,0,0
岩本町,0,0,0,2.26E-05,0,0,0,0,0,0,0
盛岡,0,0,0,2.80E-05,0,5.49E-05,0,0,0,0,0
白糸台,0,0,0,0,0,0,0,0.000165618,0,0,0
竜ヶ崎,0,0,0,0,0,0,0,0,0,0,0
糸貫,0,0,0,0,0,0,0.034482759,0,0,0,0
蒲田,0,1.12E-05,3.74E-06,3.69E-06,3.58E-06,0,1.05E-05,0,0,0,0
西小倉,0,0,0,0,0,0,0,0,0,0,0
石生,0,0,0,0,0,0,0,0,0,0,0
中百舌鳥,0,8.88E-05,0,4.26E-05,2.81E-05,4.26E-05,0,4.26E-05,0,0,0
白木原,0,0,0,0,0,0,0,0,0,0,0
西中島南方,0,1.75E-05,0,0,1.68E-05,0,3.17E-05,0,0,0,0
国府,0,0,0,0,0,0,0,0,0,0,0
藤浪,0,0,0,0,0,0,0,0,0,0,0
甲南山手,0,0,9.47E-05,0,4.56E-05,4.40E-05,0,0,0,0,0
門川,0,0,0,0,0,0,0,0,0,0,0
比良,0,0,0,0,0,0,0,0,0,0,0
北野,0,0.001135074,0,0,0.000623441,0,0,0.001236858,0,0,0
渡,0,0,0,0,0,0,0,0,0,0,0
弥刀,0,0,0,9.65E-05,0,0,0,0.000184945,0,0,0
伊予桜井,0,0.002403846,0,0,0,0,0,0,0,0,0
片浜,0,0,0,0,0,0,0,0,0,0,0
三河島,0,4.97E-05,0,5.07E-05,4.88E-05,4.82E-05,4.59E-05,0,0,0,0
荒尾,0,0,0,0,0,0,0,0,0,0,0
十勝清水,0,0,0,0,0,0,0,0,0,0,0
周船寺,0,0,0,0,0,0,0,0,0,0,0
通津,0,0,0,0,0,0,0,0,0,0,0
和白,0,0,0,0,0,0,0,0,0,0,0
地御前,0,0,0,0,0.000730994,0.000730994,0,0,0,0,0
東白石,0,0,0,0,0,0,0,0,0,0,0
岐阜,0,0,0,0,0,0,0,0,0,0,0
大佐倉,0,0,0,0,0,0,0,0,0,0,0
陸前山王,0,0,0,0,0,0,0,0,0,0,0
新三田,0,0,0,0,3.42E-05,3.38E-05,0,0,0,0,0
東中山,0,0,0,0,0,0,0,0.000144886,0,0,0
稲田堤,0,0,0,0,0,0,0,0,0,0,0
南永山,0,0,0,0,0,0,0,0,0,0,0
土岐市,0,0,0,0,0,0,0,0,0,0,0
石鎚山,0,0,0,0,0,0,0,0,0,0,0
七道,0,0,0,0,0,0,0,0,0,0,0
松塚,0,0,0,0.000770416,0,0,0,0,0,0,0
森林公園,0,0,0.000120744,0.000120511,0,0,0,0,0,0,0
小岩,0,0,0,8.02E-06,7.90E-06,7.91E-06,2.32E-05,0,0,0,0
高井田,0,0,7.14E-05,0.00013861,0,0,0,0,0,0,0
汐入,0,0,0,0,0,4.52E-05,0,0,0,0,0
鷲津,0,0,0,0,0,0,0,0,0,0,0
彦根,0,0,0,4.65E-05,4.76E-05,0,0,9.18E-05,0,0,0
小木津,0,0,0,0,0,0,0,0,0,0,0
江迎鹿町,0,0,0,0,0,0,0,0,0,0,0
大垣,0,0,0,0,0.000128386,0.00026018,0.00013009,0,0,0,0
津田沼,0,4.94E-06,4.93E-06,9.83E-06,9.61E-06,1.47E-05,4.84E-06,1.45E-05,0,0,0
西阿知,0,0,0,0,0,0.000172712,0,0.00016787,0,0,0
川越市,0,0,0,2.77E-05,2.78E-05,0,0,2.24E-05,0,0,0
西川口,0,1.95E-05,0,9.71E-06,0,1.88E-05,1.82E-05,8.94E-06,0,0,0
幸手,0,0,6.93E-05,0.000204443,0,0.000138427,0,0.000285653,0,0,0
梅郷,0,0,0,0,6.07E-05,0,5.92E-05,5.79E-05,0,0,0
松山市,0,0,0,0,0,5.25E-05,0,0,0,0,0
牛渕団地前,0,0,0,0,0,0,0,0,0,0,0
日野,0,0,0,0,1.75E-05,1.86E-05,1.84E-05,0,0,0,0
大元,0,0,0,0,0,0,0.000288684,0,0,0,0
萩ノ茶屋,0,0.000550661,0.000575374,0,0.000643087,0,0,0,0,0,0
七井,0,0,0,0,0.003003003,0,0,0.003058104,0,0,0
岡本,0,0,0,0,0,0,0,0.000242836,0,0,0
北千束,0,0,0.000146434,0,0.000146606,0,0,0,0,0,0
新柏,0,0,0,0,0,0,0,4.92E-05,0,0,0
田無,0,1.36E-05,2.70E-05,0,0,0,0,0,0,0,0
ソシオ流通センター,0,0,0,0,0,0,0,0,0,0,0
上長瀞,0,0,0,0,0,0,0,0,0,0,0
武蔵小杉,0,0,0,0,0,0,0,0,0,0,0
鴫野,0,0.000372902,0.000235183,0,0.000115835,0,0,0,0,0,0
逢妻,0,0,0,0,0,0,0,0,0,0,0
平戸橋,0,0,0,0,0,0,0,0,0,0,0
六浦,0,0,0,0,0,0,0,0,0,0,0
北丸森,0,0,0,0,0,0,0,0,0,0,0
柴島,0,0,0,0,0,0,0.000223264,0.000222222,0,0,0
横芝,0,0,0,0,0,0,0,0,0,0,0
京田辺,0,8.30E-05,0,0,0,0,0,0,0,0,0
清水,0,0,0.000205719,0.00020734,0.00021004,0.00018577,0.000551572,0,0,0,0
越河,0,0,0,0,0,0,0,0,0,0,0
日田,0,0,0,0,0,0,0,0,0,0,0
西里,0,0,0,0,0,0,0,0,0,0,0
市坪,0,0,0,0,0,0,0,0,0,0,0
霞ヶ浦,0,0,0,0,0,0,0,0,0,0,0
都立大学,0,0,0,2.10E-05,0,2.10E-05,2.10E-05,0,0,0,0
梶が谷,0,0,0,0,2.66E-05,0,0,0,0,0,0
高蔵寺,0,0,0,0,0,0,0,0,0,0,0
大和田,0,0,0,0,0,0,0,0,0,0,0
篠ノ井,0,0,0,0,0,0,0,0,0,0,0
板宿,0,0,0,0,0,0,0,0,0,0,0
三河塩津,0,0,0,0,0,0,0,0,0,0,0
本八幡,0,8.71E-06,0,8.72E-06,8.58E-06,0,8.50E-06,0,0,0,0
楠,0,0,0,0,0,0,0,0,0,0,0
田沢,0,0,0,0,0,0,0,0,0,0,0
蓬莱,0,0,0,0,0,0,0,0,0,0,0
羽後四ツ屋,0,0,0,0,0,0,0,0,0,0,0
南が丘,0,0.000408664,0,0.000382117,0,0.000339213,0,0.000678426,0,0,0
東北沢,0,0.00016072,0.00031294,0,0,0,0,0,0,0,0
桐生,0,0,0,0,0,0,0,0,0,0,0
螢田,0,0,0,0,0,0,0,0.00015916,0,0,0
鳳,0,0,0,0,0,0,0,0,0,0,0
富田林西口,0,0,0,0,0,0,0,0,0,0,0
西那須野,0,0,0.000141764,0,0,0,0,0,0,0,0
下立口,0,0,0,0,0,0,0,0,0,0,0
西大分,0,0,0,0,0,0,0,0,0,0,0
三苫,0,0,0,0,0,0,0,0,0,0,0
剛志,0,0,0.000848896,0,0,0,0.000738007,0,0,0,0
三ノ宮,0,0,0,0,0,4.12E-06,8.13E-06,4.03E-06,0,0,0
宝積寺,0,0,0.000234742,0.000229674,0,0,0,0,0,0,0
浦佐,0,0,0,0,0,0,0,0,0,0,0
大貫,0,0,0.000877963,0.000435161,0.000421941,0,0,0.000443656,0,0,0
ほしみ,0,0,0,0,0,0,0,0,0,0,0
大阪狭山市,0,0,0,0,0.000110902,0,0,0,0,0,0
石井,0,0,0,0,0,0,0.166666667,0,0,0,0
春賀,0,0,0,0,0,0,0,0,0,0,0
北松戸,0,0,2.41E-05,0,0,0,0,0,0,0,0
須ヶ口,0,0,0,0,0,0,0,0,0,0,0
石上,0,0,0,0,0,0,0,0.001333333,0,0,0
御坊,0,0,0,0,0,0,0,0,0,0,0
桜上水,0,0,0,0,2.71E-05,0,0,0,0,0,0
郡元,0,0,0,0,0,0,0,0,0,0,0
下馬,0,0,0,0,0.000137893,0,0,0,0,0,0
姫路,0,0,0,0,0,0,0,0,0,0,0
上牧,0,0,0,0,0,0,0,0,0,0,0
池戸,0,0,0,0,0,0,0,0,0,0,0
市川真間,0,0,0,0,0,0,0,0,0,0,0
鴨島,0,0.000556793,0,0,0,0,0,0,0,0,0
志染,0,0,0,0,0,0,0,0,0,0,0
大山,0,6.44E-05,4.10E-05,8.07E-05,8.09E-05,7.91E-05,0,1.93E-05,0,0,0
博労町,0,0,0,0,0,0,0,0,0,0,0
青野ヶ原,0,0,0,0,0,0,0,0,0,0,0
江坂,0,0,0,0,0,0,0,0,0,0,0
喜連瓜破,0,0,0,0,0,4.57E-05,0,4.58E-05,0,0,0
本納,0,0.000272035,0.000275634,0.00056338,0.000283607,0.000603136,0,0.000896057,0,0,0
花園町,0,0,0,0,0,6.52E-05,0,0,0,0,0
尾久,0,0,6.54E-05,0,0,0,0,0,0,0,0
豊中,0,0,0,0,0,0,0,2.09E-05,0,0,0
三国,0,0,0,3.82E-05,3.75E-05,0,0,0,0,0,0
東戸塚,0,8.66E-06,8.69E-06,0,8.55E-06,2.60E-05,8.60E-06,0,0,0,0
御徒町,0,7.19E-06,1.46E-05,0,0,0,1.50E-05,7.47E-06,0,0,0
南福岡,0,0,0,0,0,0,0,0,0,0,0
法隆寺,0,6.52E-05,6.63E-05,6.67E-05,0,0.000137646,0,0,0,0,0
東武和泉,0,0,0,0,0,0,0.000954198,0,0,0,0
高浜,0,0.000380518,0,0,0,0,0,0,0,0,0
君津,0,0.000113417,0,0,0,0,0,0,0,0,0
矢本,0,0,0,0,0,0,0,0,0,0,0
高瀬,0,0,0,0,0,0,0,0,0,0,0
馬喰町,0,0,4.10E-05,0,2.03E-05,0,0,1.98E-05,0,0,0
山梨市,0,0,0,0,0,0,0,0,0,0,0
鎌ヶ谷大仏,0,0,0,6.79E-05,0,0,6.92E-05,6.81E-05,0,0,0
東青梅,0,0,7.44E-05,0,0,7.50E-05,0,0,0,0,0
東川口,0,0,0,0,0,0,0,1.43E-05,0,0,0
長鳥,0,0,0,0,0,0,0,0,0,0,0
新小岩,0,5.62E-05,2.84E-05,4.23E-05,3.46E-05,4.16E-05,4.05E-05,5.31E-05,0,0,0
豊四季,0,0,0,0,0,0,0,0,0,0,0
針中野,0,0,0,0,0,0,0.000102807,0.000102807,0,0,0
飛田給,0,4.32E-05,4.20E-05,4.26E-05,4.01E-05,4.06E-05,4.10E-05,3.73E-05,0,0,0
伊那上郷,0,0,0,0,0,0,0,0,0,0,0
総持寺,0,0,0.000109343,0,0,5.33E-05,5.93E-05,0.000116591,0,0,0
西白井,0,0,0,0.000161629,0,0,0,0,0,0,0
陸前赤井,0,0,0.000732064,0,0.001412429,0,0,0,0,0,0
京成大和田,0,0,0,8.20E-05,8.17E-05,0,0,0,0,0,0
須磨寺,0,0,0,0,0,0,0,0,0,0,0
知多武豊,0,0,0,0,0,0,0,0,0,0,0
上星川,0,0,4.19E-05,0,4.10E-05,0,0,3.85E-05,0,0,0
豊田,0,0,1.68E-05,3.31E-05,4.85E-05,1.57E-05,0,1.47E-05,0,0,0
苅田,0,0,0,0,0,0,0,0,0,0,0
南羽生,0,0,0,0,0,0,0,0,0,0,0
佐和,0,0,0.000294031,0,0.000393082,0.000124564,0.000395153,0,0,0,0
中浦和,0,0,0,4.05E-05,4.00E-05,0,0,0,0,0,0
南小倉,0,0,0,0,0,0,0,0,0,0,0
志摩横山,0,0,0,0,0,0,0,0,0,0,0
四街道,0,2.30E-05,2.31E-05,4.58E-05,9.00E-05,4.59E-05,0,4.52E-05,0,0,0
長岡,0,0,0,0,4.24E-05,0,0,0,0,0,0
林崎松江海岸,0,0,0,0,0,0.000231535,0,0,0,0,0
米津,0,0,0,0,0,0,0,0,0,0,0
馬立,0,0,0.004237288,0,0.004950495,0,0,0.005235602,0,0,0
喜志,0,0,0,0,0,0,0,0,0,0,0
高円寺,0,1.03E-05,2.08E-05,1.03E-05,0,3.06E-05,0,0,0,0,0
調布,0,0,0,0,0,0,0,0,0,0,0
尾張一宮,0,0,0,0,0,0,0,0,0,0,0
千葉,0,0,0,0,4.73E-06,4.83E-06,4.78E-06,0,0,0,0
北習志野,0,0,0,2.66E-05,2.65E-05,2.60E-05,0,0,0,0,0
千鳥町,0,0,0,0,0,0,0,0,0,0,0
河崎口,0,0,0,0,0,0,0,0,0,0,0
大倉山,0,0,0,1.86E-05,3.72E-05,0,1.81E-05,0,0,0,0
六甲,0,0,0,2.93E-05,2.92E-05,0,0,3.39E-05,0,0,0
寺本,0,0,0,0,0,0,0,0,0,0,0
久留里,0,0,0,0,0,0,0,0,0,0,0
菖蒲池,0,8.43E-05,0,0,8.23E-05,0,7.50E-05,7.50E-05,0,0,0
日比野,0,0,0,0,0,0,0,0,0,0,0
千葉みなと,0,0,0,0,3.21E-05,0,0,0,0,0,0
豊浜,0,0,0,0,0,0,0,0,0,0,0
明治神宮前,0,0,0,0,0,0,0,0,0,0,0
石越,0,0,0,0,0,0,0,0,0,0,0
大和朝倉,0,0,0,0,0,0,0,0,0,0,0
大袋,0,5.75E-05,0,5.63E-05,5.65E-05,0,0,0.000108554,0,0,0
井川さくら,0,0,0,0,0,0,0,0,0,0,0
南森町,0,0,0,0,0,0,0,0,0,0,0
西笠田,0,0,0,0,0,0,0,0,0,0,0
厚東,0,0,0,0,0,0,0,0,0,0,0
野田市,0,0,0,0,0,0,0,0,0,0,0
土呂,0,0,0,0,0,3.58E-05,3.39E-05,0,0,0,0
伊丹,0,0,0,0,0,0,0,0,0,0,0
ししぶ,0,0,0,0,0,0,0,0,0,0,0
桜井,0,0,0,0,0,0,0,0,0,0,0
中山,0,8.58E-05,4.03E-05,0.00011515,0,6.93E-05,3.42E-05,6.59E-05,0,0,0
西荻窪,0,1.24E-05,2.49E-05,2.43E-05,0,1.17E-05,1.14E-05,0,0,0,0
平井,0,0,0,0,0,1.59E-05,0,1.53E-05,0,0,0
さがみ野,0,0,0,0,0,0,0,2.64E-05,0,0,0
下神明,0,0,0,0,0,0,0,0,0,0,0
崇禅寺,0,0,0,0,0.000179759,0.000169319,0,0,0,0,0
南条,0,0,0,0,0,0,0.001436782,0,0,0,0
伊上,0,0,0,0,0,0,0,0,0,0,0
駒ヶ谷,0,0,0,0,0,0,0,0,0,0,0
鳥取ノ荘,0,0,0,0,0,0,0,0,0,0,0
河内長野,0,0,0,0,0,0,0,0,0,0,0
伊川谷,0,0,0,0,0,0,0,0,0,0,0
海岸寺,0,0,0,0,0,0,0,0,0,0,0
開成,0,0.000100251,9.80E-05,0,0,9.31E-05,0,0.000176538,0,0,0
花崎,0,0,0,0,0,0,0,0,0,0,0
倶利伽羅,0,0,0,0,0,0,0,0,0,0,0
尾道,0,0.000181225,0.000272826,8.86E-05,0,0,0,0.000174474,0,0,0
軍畑,0,0,0,0,0,0,0,0,0,0,0
横浜,0,0,0,0,0,0,0,0,0,0,0
新旭,0,0,0,0,0,0,0,0,0,0,0
坂ノ市,0,0,0,0,0,0,0,0,0,0,0
下新庄,0,0,0,0,0,0,0,0,0,0,0
志度,0,0,0.000990099,0.000481232,0,0,0,0,0,0,0
藤の牛島,0,0,0,0,0,0,0,0,0,0,0
近鉄八尾,0,0,0,2.91E-05,2.91E-05,5.59E-05,0,2.80E-05,0,0,0
竜王,0,0.000242601,0,0.000233645,0,0,0,0,0,0,0
日本ライン今渡,0,0,0,0,0,0,0,0,0,0,0
羽村,0,0,0,0,0,0,0,0,0,0,0
与野本町,0,0,0,0,0,0,3.36E-05,0,0,0,0
六田,0,0,0,0,0,0,0,0,0,0,0
七里,0,4.96E-05,0,0,0,0,0,0,0,0,0
市川塩浜,0,0,0,0,0,0,0,0,0,0,0
玉川上水,0,0,0.000191534,0,9.29E-05,0.000354359,0,0,0,0,0
永尾,0,0,0,0,0,0,0,0,0,0,0
富士見ヶ丘,0,0,0,0,0,0,0,0,0,0,0
野洲,0,3.65E-05,0,0,0,0,0,3.42E-05,0,0,0
堀内公園,0,0,0,0,0,0,0,0,0,0,0
東館,0,0,0,0,0,0,0,0,0,0,0
小平,0,0,0,0,0,0,0,0,0,0,0
美川,0,0,0.000630517,0,0,0.000595238,0,0,0,0,0
福山,0,0,0,0,0,0,0,0,0,0,0
新日本橋,0,0,2.78E-05,2.79E-05,0,0,0,0,0,0,0
寄居,0,0,0,0,0,0,0,0.0002574,0,0,0
神宮丸太町,0,0,0,0,0,0,0.000100513,0.000116618,0,0,0
比叡山坂本,0,0,0,0,0,0,0,0,0,0,0
太子橋今市,0,0,0,0,0,0,0,0,0,0,0
西諫早,0,0,0,0,0,0,0,0,0,0,0
向洋,0,0,0,0,0,0,4.43E-05,0,0,0,0
海老江,0,0,0,0,0,0,0,0,0,0,0
西鉄平尾,0,0,8.81E-05,0,0,7.91E-05,0,7.90E-05,0,0,0
八家,0,0,0,0,0,0,0,0,0,0,0
井尻,0,4.76E-05,0,0,0,4.65E-05,9.08E-05,4.54E-05,0,0,0
富山,0,0,0,0,0,0,0,0,0,0,0
岡部,0,0.000159795,0.000317058,0,0,0.000156397,0,0.000307977,0,0,0
箱作,0,0,0,0,0,0,0,0,0,0,0
安城,0,0,0,0,0,0,0,0,0,0,0
駒場東大前,0,0,0,2.51E-05,5.14E-05,0,2.56E-05,2.54E-05,0,0,0
高鍋,0,0,0,0,0,0,0,0,0,0,0
酒折,0,0.000243072,0,0,0,0,0,0,0,0,0
瀬戸,0,0,0,0,0.00039968,0,0,0.000187406,0,0,0
東小金井,0,1.80E-05,0,0,5.19E-05,1.72E-05,0,1.64E-05,0,0,0
樟葉,0,0,0,0,0,0,1.69E-05,0,0,0,0
仏子,0,0,7.98E-05,0,0,0,0,0,0,0,0
鴻巣,0,2.51E-05,2.53E-05,2.53E-05,2.49E-05,2.54E-05,0,0,0,0,0
原,0,0,0,0,0,0,0,5.06E-05,0,0,0
幸谷,0,0,0,0,0.000219346,0,0.000219298,0,0,0,0
新川崎,0,5.96E-05,0,1.97E-05,1.97E-05,0,3.69E-05,1.83E-05,0,0,0
都留市,0,0,0,0,0,0,0,0,0,0,0
野崎,0,0.00039557,0.000396825,0.001174628,0.000374532,0.000817661,0.000401929,0.001251043,0,0,0
山前,0,0,0,0,0,0,0,0.000573394,0,0,0
海田市,0,5.54E-05,0.000109004,0.000108301,0,0,0.000103659,0,0,0,0
金子,0,0,0,0,0,0,0,0,0,0,0
仙北町,0,0,0.000353107,0,0,0,0,0,0,0,0
蓮ヶ池,0,0,0,0,0,0,0,0,0,0,0
串間,0,0,0,0,0,0,0,0,0,0,0
